Local,97593,2408,0,0,0
 East,98050,1951,0,0,0
 West,97629,2367,5,0,0
North,97423,2559,19,0,0
South,97987,1977,37,0,0
   Up,98282,1676,43,0,0
 Down,98180,1801,20,0,0
