Local,97554,2447,0,0,0
 East,97538,2450,13,0,0
 West,98083,1918,0,0,0
North,98138,1863,0,0,0
South,97852,2119,30,0,0
   Up,98441,1560,0,0,0
 Down,98209,1779,13,0,0
