Local,97585,2416,0,0,0
 East,98064,1937,0,0,0
 West,97637,2346,18,0,0
North,98233,1704,64,0,0
South,97539,2377,85,0,0
   Up,98489,1481,31,0,0
 Down,0,0,0,0,0
