Local,97573,2428,0,0,0
 East,98156,1845,0,0,0
 West,97669,2310,22,0,0
North,98176,1788,33,4,0
South,97606,2363,32,0,0
   Up,0,0,0,0,0
 Down,98431,1550,20,0,0
