Local,97564,2437,0,0,0
 East,97474,2517,10,0,0
 West,98207,1794,0,0,0
North,97476,2504,21,0,0
South,98339,1592,70,0,0
   Up,98446,1531,24,0,0
 Down,98302,1648,51,0,0
