Local,97571,2430,0,0,0
 East,97618,2370,13,0,0
 West,98205,1796,0,0,0
North,98057,1903,41,0,0
South,97486,2473,42,0,0
   Up,98492,1509,0,0,0
 Down,0,0,0,0,0
