Local,97576,2425,0,0,0
 East,97268,2705,28,0,0
 West,98143,1858,0,0,0
North,97567,2387,47,0,0
South,98139,1862,0,0,0
   Up,98635,1358,8,0,0
 Down,0,0,0,0,0
