Local,97583,2418,0,0,0
 East,97419,2561,21,0,0
 West,98093,1908,0,0,0
North,97681,2265,55,0,0
South,98289,1710,2,0,0
   Up,0,0,0,0,0
 Down,98163,1820,18,0,0
