Local,97568,2433,0,0,0
 East,98146,1855,0,0,0
 West,97564,2422,15,0,0
North,97352,2565,82,2,0
South,98162,1809,30,0,0
   Up,0,0,0,0,0
 Down,98408,1582,11,0,0
